,Datum,Einstiegskosten,Ausstiegskosten,Portfolio Transaktionskosten,Sonstige laufende Kosten,ISIN
3611,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D1W4
3612,03.10.2019,"0,10%",-,-,"0,00%",DE000DF2D1X2
3613,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D1X2
3614,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D1X2
3615,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D1X2
3616,03.10.2019,"0,10%",-,-,"0,00%",DE000DF2D1Y0
3617,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D1Y0
3618,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D1Y0
3619,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D1Y0
3620,03.10.2019,"0,10%",-,-,"0,00%",DE000DF2D1Z7
3621,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D1Z7
3622,30.07.2019,"0,09%",-,-,"0,00%",DE000DF2D1Z7
3623,18.04.2019,"0,04%",-,-,"0,00%",DE000DF2D1Z7
3624,03.10.2019,"0,12%",-,-,"0,00%",DE000DF2D209
3625,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D209
3626,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D209
3627,18.04.2019,"0,04%",-,-,"0,00%",DE000DF2D209
3628,03.10.2019,"0,11%",-,-,"0,00%",DE000DF2D217
3629,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D217
3630,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D217
3631,18.04.2019,"0,04%",-,-,"0,00%",DE000DF2D217
3632,03.10.2019,"0,11%",-,-,"0,00%",DE000DF2D225
3633,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D225
3634,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D225
3635,18.04.2019,"0,04%",-,-,"0,00%",DE000DF2D225
3636,26.09.2019,"0,08%",-,-,"0,00%",DE000DF2D233
3637,30.07.2019,"0,06%",-,-,"0,00%",DE000DF2D233
3638,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D233
3639,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D241
3640,30.07.2019,"0,06%",-,-,"0,00%",DE000DF2D241
3641,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D241
3642,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D258
3643,30.07.2019,"0,06%",-,-,"0,00%",DE000DF2D258
3644,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D258
3645,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D266
3646,30.07.2019,"0,07%",-,-,"0,00%",DE000DF2D266
3647,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D266
3648,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D274
3649,30.07.2019,"0,07%",-,-,"0,00%",DE000DF2D274
3650,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D274
3651,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D282
3652,30.07.2019,"0,07%",-,-,"0,00%",DE000DF2D282
3653,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D282
3654,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D290
3655,30.07.2019,"0,07%",-,-,"0,00%",DE000DF2D290
3656,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D290
3657,03.10.2019,"0,10%",-,-,"0,00%",DE000DF2D2A8
3658,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D2A8
3659,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D2A8
3660,18.04.2019,"0,04%",-,-,"0,00%",DE000DF2D2A8
3661,03.10.2019,"0,11%",-,-,"0,00%",DE000DF2D2B6
3662,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D2B6
3663,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D2B6
3664,18.04.2019,"0,04%",-,-,"0,00%",DE000DF2D2B6
3665,03.10.2019,"0,10%",-,-,"0,00%",DE000DF2D2C4
3666,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D2C4
3667,30.07.2019,"0,09%",-,-,"0,00%",DE000DF2D2C4
3668,18.04.2019,"0,04%",-,-,"0,00%",DE000DF2D2C4
3669,03.10.2019,"0,11%",-,-,"0,00%",DE000DF2D2D2
3670,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D2D2
3671,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D2D2
3672,18.04.2019,"0,04%",-,-,"0,00%",DE000DF2D2D2
3673,03.10.2019,"0,11%",-,-,"0,00%",DE000DF2D2E0
3674,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D2E0
3675,30.07.2019,"0,09%",-,-,"0,00%",DE000DF2D2E0
3676,18.04.2019,"0,04%",-,-,"0,00%",DE000DF2D2E0
3677,03.10.2019,"0,11%",-,-,"0,00%",DE000DF2D2F7
3678,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D2F7
3679,30.07.2019,"0,09%",-,-,"0,00%",DE000DF2D2F7
3680,18.04.2019,"0,04%",-,-,"0,00%",DE000DF2D2F7
3681,03.10.2019,"0,11%",-,-,"0,00%",DE000DF2D2G5
3682,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D2G5
3683,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D2G5
3684,18.04.2019,"0,04%",-,-,"0,00%",DE000DF2D2G5
3685,03.10.2019,"0,11%",-,-,"0,00%",DE000DF2D2H3
3686,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D2H3
3687,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D2H3
3688,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D2H3
3689,03.10.2019,"0,11%",-,-,"0,00%",DE000DF2D2J9
3690,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D2J9
3691,30.07.2019,"0,09%",-,-,"0,00%",DE000DF2D2J9
3692,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D2J9
3693,02.10.2019,"0,11%",-,-,"0,00%",DE000DF2D2K7
3694,26.09.2019,"0,11%",-,-,"0,00%",DE000DF2D2K7
3695,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D2K7
3696,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D2K7
3697,03.10.2019,"0,11%",-,-,"0,00%",DE000DF2D2L5
3698,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D2L5
3699,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D2L5
3700,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D2L5
3701,03.10.2019,"0,11%",-,-,"0,00%",DE000DF2D2M3
3702,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D2M3
3703,30.07.2019,"0,09%",-,-,"0,00%",DE000DF2D2M3
3704,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D2M3
3705,03.10.2019,"0,11%",-,-,"0,00%",DE000DF2D2N1
3706,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D2N1
3707,30.07.2019,"0,09%",-,-,"0,00%",DE000DF2D2N1
3708,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D2N1
3709,03.10.2019,"0,11%",-,-,"0,00%",DE000DF2D2P6
3710,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D2P6
3711,30.07.2019,"0,09%",-,-,"0,00%",DE000DF2D2P6
3712,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D2P6
3713,03.10.2019,"0,12%",-,-,"0,00%",DE000DF2D2Q4
3714,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D2Q4
3715,30.07.2019,"0,09%",-,-,"0,00%",DE000DF2D2Q4
3716,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D2Q4
3717,03.10.2019,"0,11%",-,-,"0,00%",DE000DF2D2R2
3718,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D2R2
3719,30.07.2019,"0,09%",-,-,"0,00%",DE000DF2D2R2
3720,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D2R2
3721,02.10.2019,"0,11%",-,-,"0,00%",DE000DF2D2S0
3722,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D2S0
3723,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D2S0
3724,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D2S0
3725,03.10.2019,"0,11%",-,-,"0,00%",DE000DF2D2T8
3726,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D2T8
3727,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D2T8
3728,18.04.2019,"0,06%",-,-,"0,00%",DE000DF2D2T8
3729,03.10.2019,"0,12%",-,-,"0,00%",DE000DF2D2U6
3730,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D2U6
3731,30.07.2019,"0,09%",-,-,"0,00%",DE000DF2D2U6
3732,18.04.2019,"0,06%",-,-,"0,00%",DE000DF2D2U6
3733,02.10.2019,"0,12%",-,-,"0,00%",DE000DF2D2V4
3734,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D2V4
3735,30.07.2019,"0,09%",-,-,"0,00%",DE000DF2D2V4
3736,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D2V4
3737,03.10.2019,"0,11%",-,-,"0,00%",DE000DF2D2W2
3738,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D2W2
3739,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D2W2
3740,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D2W2
3741,02.10.2019,"0,12%",-,-,"0,00%",DE000DF2D2X0
3742,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D2X0
3743,30.07.2019,"0,09%",-,-,"0,00%",DE000DF2D2X0
3744,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D2X0
3745,03.10.2019,"0,12%",-,-,"0,00%",DE000DF2D2Y8
3746,26.09.2019,"0,11%",-,-,"0,00%",DE000DF2D2Y8
3747,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D2Y8
3748,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D2Y8
3749,03.10.2019,"0,12%",-,-,"0,00%",DE000DF2D2Z5
3750,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D2Z5
3751,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D2Z5
3752,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D2Z5
3753,15.10.2019,"0,09%",-,-,"0,00%",DE000DF2D308
3754,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D308
3755,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D308
3756,18.04.2019,"0,02%",-,-,"0,00%",DE000DF2D308
3757,26.09.2019,"0,08%",-,-,"0,00%",DE000DF2D316
3758,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D316
3759,18.04.2019,"0,02%",-,-,"0,00%",DE000DF2D316
3760,26.09.2019,"0,08%",-,-,"0,00%",DE000DF2D324
3761,30.07.2019,"0,07%",-,-,"0,00%",DE000DF2D324
3762,18.04.2019,"0,02%",-,-,"0,00%",DE000DF2D324
3763,26.09.2019,"0,08%",-,-,"0,00%",DE000DF2D332
3764,30.07.2019,"0,07%",-,-,"0,00%",DE000DF2D332
3765,18.04.2019,"0,02%",-,-,"0,00%",DE000DF2D332
3766,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D340
3767,30.07.2019,"0,07%",-,-,"0,00%",DE000DF2D340
3768,18.04.2019,"0,02%",-,-,"0,00%",DE000DF2D340
3769,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D357
3770,30.07.2019,"0,07%",-,-,"0,00%",DE000DF2D357
3771,18.04.2019,"0,02%",-,-,"0,00%",DE000DF2D357
3772,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D365
3773,30.07.2019,"0,07%",-,-,"0,00%",DE000DF2D365
3774,18.04.2019,"0,02%",-,-,"0,00%",DE000DF2D365
3775,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D373
3776,30.07.2019,"0,07%",-,-,"0,00%",DE000DF2D373
3777,18.04.2019,"0,03%",-,-,"0,00%",DE000DF2D373
3778,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D381
3779,30.07.2019,"0,07%",-,-,"0,00%",DE000DF2D381
3780,18.04.2019,"0,02%",-,-,"0,00%",DE000DF2D381
3781,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D399
3782,30.07.2019,"0,07%",-,-,"0,00%",DE000DF2D399
3783,18.04.2019,"0,03%",-,-,"0,00%",DE000DF2D399
3784,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D3A6
3785,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D3A6
3786,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D3A6
3787,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D3B4
3788,30.07.2019,"0,07%",-,-,"0,00%",DE000DF2D3B4
3789,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D3B4
3790,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D3C2
3791,30.07.2019,"0,07%",-,-,"0,00%",DE000DF2D3C2
3792,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D3C2
3793,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D3D0
3794,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D3D0
3795,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D3D0
3796,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D3E8
3797,30.07.2019,"0,07%",-,-,"0,00%",DE000DF2D3E8
3798,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D3E8
3799,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D3F5
3800,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D3F5
3801,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D3F5
3802,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D3G3
3803,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D3G3
3804,18.04.2019,"0,04%",-,-,"0,00%",DE000DF2D3G3
3805,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D3H1
3806,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D3H1
3807,18.04.2019,"0,04%",-,-,"0,00%",DE000DF2D3H1
3808,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D3J7
3809,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D3J7
3810,18.04.2019,"0,04%",-,-,"0,00%",DE000DF2D3J7
3811,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D3K5
3812,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D3K5
3813,18.04.2019,"0,04%",-,-,"0,00%",DE000DF2D3K5
3814,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D3L3
3815,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D3L3
3816,18.04.2019,"0,04%",-,-,"0,00%",DE000DF2D3L3
3817,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D3M1
3818,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D3M1
3819,18.04.2019,"0,04%",-,-,"0,00%",DE000DF2D3M1
3820,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D3N9
3821,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D3N9
3822,18.04.2019,"0,04%",-,-,"0,00%",DE000DF2D3N9
3823,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D3P4
3824,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D3P4
3825,18.04.2019,"0,04%",-,-,"0,00%",DE000DF2D3P4
3826,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D3Q2
3827,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D3Q2
3828,18.04.2019,"0,03%",-,-,"0,00%",DE000DF2D3Q2
3829,26.09.2019,"0,10%",-,-,"0,00%",DE000DF2D3R0
3830,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D3R0
3831,18.04.2019,"0,04%",-,-,"0,00%",DE000DF2D3R0
3832,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D3S8
3833,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D3S8
3834,18.04.2019,"0,03%",-,-,"0,00%",DE000DF2D3S8
3835,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D3T6
3836,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D3T6
3837,18.04.2019,"0,03%",-,-,"0,00%",DE000DF2D3T6
3838,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D3U4
3839,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D3U4
3840,18.04.2019,"0,03%",-,-,"0,00%",DE000DF2D3U4
3841,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D3V2
3842,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D3V2
3843,18.04.2019,"0,03%",-,-,"0,00%",DE000DF2D3V2
3844,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D3W0
3845,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D3W0
3846,15.06.2019,"0,06%",-,-,"0,00%",DE000DF2D3W0
3847,30.05.2019,"0,03%",-,-,"0,00%",DE000DF2D3W0
3848,18.04.2019,"0,02%",-,-,"0,00%",DE000DF2D3W0
3849,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D3X8
3850,11.09.2019,"0,08%",-,-,"0,00%",DE000DF2D3X8
3851,30.08.2019,"0,08%",-,-,"0,00%",DE000DF2D3X8
3852,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D3X8
3853,29.06.2019,"0,07%",-,-,"0,00%",DE000DF2D3X8
3854,24.05.2019,"0,01%",-,-,"0,00%",DE000DF2D3X8
3855,24.04.2019,"0,02%",-,-,"0,00%",DE000DF2D3X8
3856,19.04.2019,"0,02%",-,-,"0,00%",DE000DF2D3X8
3857,18.04.2019,"0,02%",-,-,"0,00%",DE000DF2D3X8
3858,26.09.2019,"0,08%",-,-,"0,00%",DE000DF2D3Y6
3859,24.09.2019,"0,09%",-,-,"0,00%",DE000DF2D3Y6
3860,09.08.2019,"0,08%",-,-,"0,00%",DE000DF2D3Y6
3861,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D3Y6
3862,23.07.2019,"0,07%",-,-,"0,00%",DE000DF2D3Y6
3863,10.05.2019,"0,01%",-,-,"0,00%",DE000DF2D3Y6
3864,03.05.2019,"0,03%",-,-,"0,00%",DE000DF2D3Y6
3865,18.04.2019,"0,02%",-,-,"0,00%",DE000DF2D3Y6
3866,01.10.2019,"0,09%",-,-,"0,00%",DE000DF2D3Z3
3867,26.09.2019,"0,08%",-,-,"0,00%",DE000DF2D3Z3
3868,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D3Z3
3869,08.05.2019,"0,02%",-,-,"0,00%",DE000DF2D3Z3
3870,07.05.2019,"0,02%",-,-,"0,00%",DE000DF2D3Z3
3871,18.04.2019,"0,02%",-,-,"0,00%",DE000DF2D3Z3
3872,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D4A4
3873,30.07.2019,"0,07%",-,-,"0,00%",DE000DF2D4A4
3874,18.04.2019,"0,03%",-,-,"0,00%",DE000DF2D4A4
3875,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D4B2
3876,30.07.2019,"0,07%",-,-,"0,00%",DE000DF2D4B2
3877,18.04.2019,"0,03%",-,-,"0,00%",DE000DF2D4B2
3878,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D4C0
3879,30.07.2019,"0,07%",-,-,"0,00%",DE000DF2D4C0
3880,18.04.2019,"0,03%",-,-,"0,00%",DE000DF2D4C0
3881,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D4D8
3882,30.07.2019,"0,07%",-,-,"0,00%",DE000DF2D4D8
3883,18.04.2019,"0,03%",-,-,"0,00%",DE000DF2D4D8
3884,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D4E6
3885,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D4E6
3886,18.04.2019,"0,03%",-,-,"0,00%",DE000DF2D4E6
3887,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D4F3
3888,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D4F3
3889,18.04.2019,"0,03%",-,-,"0,00%",DE000DF2D4F3
3890,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D4G1
3891,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D4G1
3892,18.04.2019,"0,04%",-,-,"0,00%",DE000DF2D4G1
3893,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D4H9
3894,30.07.2019,"0,07%",-,-,"0,00%",DE000DF2D4H9
3895,18.04.2019,"0,04%",-,-,"0,00%",DE000DF2D4H9
3896,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D4J5
3897,30.07.2019,"0,07%",-,-,"0,00%",DE000DF2D4J5
3898,18.04.2019,"0,04%",-,-,"0,00%",DE000DF2D4J5
3899,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D4K3
3900,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D4K3
3901,18.04.2019,"0,04%",-,-,"0,00%",DE000DF2D4K3
3902,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D4L1
3903,30.07.2019,"0,07%",-,-,"0,00%",DE000DF2D4L1
3904,18.04.2019,"0,04%",-,-,"0,00%",DE000DF2D4L1
3905,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D4M9
3906,30.07.2019,"0,07%",-,-,"0,00%",DE000DF2D4M9
3907,18.04.2019,"0,04%",-,-,"0,00%",DE000DF2D4M9
3908,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D4N7
3909,30.07.2019,"0,07%",-,-,"0,00%",DE000DF2D4N7
3910,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D4N7
3911,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D4P2
3912,30.07.2019,"0,07%",-,-,"0,00%",DE000DF2D4P2
3913,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D4P2
3914,26.09.2019,"0,08%",-,-,"0,00%",DE000DF2D4Q0
3915,30.07.2019,"0,07%",-,-,"0,00%",DE000DF2D4Q0
3916,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D4Q0
3917,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D4R8
3918,30.07.2019,"0,07%",-,-,"0,00%",DE000DF2D4R8
3919,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D4R8
3920,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D4S6
3921,30.07.2019,"0,07%",-,-,"0,00%",DE000DF2D4S6
3922,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D4S6
3923,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D4T4
3924,30.07.2019,"0,07%",-,-,"0,00%",DE000DF2D4T4
3925,18.04.2019,"0,05%",-,-,"0,00%",DE000DF2D4T4
3926,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D4U2
3927,30.07.2019,"0,08%",-,-,"0,00%",DE000DF2D4U2
3928,18.04.2019,"0,04%",-,-,"0,00%",DE000DF2D4U2
3929,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D4V0
3930,30.07.2019,"0,07%",-,-,"0,00%",DE000DF2D4V0
3931,18.04.2019,"0,04%",-,-,"0,00%",DE000DF2D4V0
3932,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D4W8
3933,30.07.2019,"0,07%",-,-,"0,00%",DE000DF2D4W8
3934,18.04.2019,"0,03%",-,-,"0,00%",DE000DF2D4W8
3935,26.09.2019,"0,09%",-,-,"0,00%",DE000DF2D4X6
3936,30.07.2019,"0,07%",-,-,"0,00%",DE000DF2D4X6
3937,18.04.2019,"0,03%",-,-,"0,00%",DE000DF2D4X6
3938,26.09.2019,"0,08%",-,-,"0,00%",DE000DF2D4Y4
3939,30.07.2019,"0,07%",-,-,"0,00%",DE000DF2D4Y4
3940,18.04.2019,"0,03%",-,-,"0,00%",DE000DF2D4Y4
3941,26.09.2019,"0,01%",-,-,"0,00%",DE000DF2LR44
3942,30.07.2019,"0,02%",-,-,"0,00%",DE000DF2LR44
3943,30.04.2019,"0,04%",-,-,"0,00%",DE000DF2LR44
3944,26.09.2019,"0,03%",-,-,"0,00%",DE000DF2LR51
3945,30.07.2019,"0,03%",-,-,"0,00%",DE000DF2LR51
3946,30.04.2019,"0,04%",-,-,"0,00%",DE000DF2LR51
3947,26.09.2019,"0,03%",-,-,"0,00%",DE000DF2LR69
3948,30.07.2019,"0,03%",-,-,"0,00%",DE000DF2LR69
3949,30.04.2019,"0,04%",-,-,"0,00%",DE000DF2LR69
3950,26.09.2019,"0,02%",-,-,"0,00%",DE000DF2LR77
3951,30.07.2019,"0,02%",-,-,"0,00%",DE000DF2LR77
3952,30.04.2019,"0,03%",-,-,"0,00%",DE000DF2LR77
3953,26.09.2019,"0,01%",-,-,"0,00%",DE000DF2LR85
3954,30.07.2019,"0,01%",-,-,"0,00%",DE000DF2LR85
3955,14.06.2019,"0,05%",-,-,"0,00%",DE000DF2LR85
3956,08.06.2019,"16189,84%",-,-,"0,00%",DE000DF2LR85
3957,30.04.2019,"0,03%",-,-,"0,00%",DE000DF2LR85
3958,26.09.2019,"0,04%",-,-,"0,00%",DE000DF2LR93
3959,30.07.2019,"0,04%",-,-,"0,00%",DE000DF2LR93
3960,30.04.2019,"0,05%",-,-,"0,00%",DE000DF2LR93
3961,26.09.2019,"0,02%",-,-,"0,00%",DE000DF2LSA4
3962,30.07.2019,"0,03%",-,-,"0,00%",DE000DF2LSA4
3963,30.04.2019,"0,04%",-,-,"0,00%",DE000DF2LSA4
3964,26.09.2019,"0,05%",-,-,"0,00%",DE000DF2LSB2
3965,30.07.2019,"0,06%",-,-,"0,00%",DE000DF2LSB2
3966,30.04.2019,"0,05%",-,-,"0,00%",DE000DF2LSB2
3967,26.09.2019,"0,02%",-,-,"0,00%",DE000DF2LSC0
3968,30.07.2019,"0,03%",-,-,"0,00%",DE000DF2LSC0
3969,30.04.2019,"0,04%",-,-,"0,00%",DE000DF2LSC0
3970,26.09.2019,"0,02%",-,-,"0,00%",DE000DF2LSD8
3971,30.07.2019,"0,02%",-,-,"0,00%",DE000DF2LSD8
3972,30.04.2019,"0,03%",-,-,"0,00%",DE000DF2LSD8
3973,26.09.2019,"0,05%",-,-,"0,00%",DE000DF2LSE6
3974,30.07.2019,"0,06%",-,-,"0,00%",DE000DF2LSE6
3975,30.04.2019,"0,05%",-,-,"0,00%",DE000DF2LSE6
3976,26.09.2019,"0,02%",-,-,"0,00%",DE000DF2LSF3
3977,30.07.2019,"0,03%",-,-,"0,00%",DE000DF2LSF3
3978,30.04.2019,"0,04%",-,-,"0,00%",DE000DF2LSF3
3979,26.09.2019,"0,02%",-,-,"0,00%",DE000DF2LSG1
3980,30.07.2019,"0,03%",-,-,"0,00%",DE000DF2LSG1
3981,30.04.2019,"0,04%",-,-,"0,00%",DE000DF2LSG1
3982,26.09.2019,"0,06%",-,-,"0,00%",DE000DF2LSH9
3983,30.07.2019,"0,07%",-,-,"0,00%",DE000DF2LSH9
3984,13.06.2019,"0,08%",-,-,"0,00%",DE000DF2LSH9
3985,07.05.2019,"0,06%",-,-,"0,00%",DE000DF2LSH9
3986,30.04.2019,"0,06%",-,-,"0,00%",DE000DF2LSH9
3987,26.09.2019,"0,04%",-,-,"0,00%",DE000DF2LSJ5
3988,30.07.2019,"0,05%",-,-,"0,00%",DE000DF2LSJ5
3989,07.05.2019,"0,05%",-,-,"0,00%",DE000DF2LSJ5
